directTimestamp,directFractionalCadence,sumMovingDuration,directUncorrectedElevation,sumDuration,directRunCadence,directLongitude,directLatitude,directSpeed,directCorrectedElevation,directElevation,directHeartRate,sumElapsedDuration,sumDistance,directDoubleCadence,directVerticalSpeed,elapsed_s
1789379579000.0,0.5,580.0,108.80000305175781,588.0,78.0,106.89386506564915,-6.428908249363303,1.9220000505447388,79.19999694824219,79.19999694824219,149.0,588.0,1106.6400146484375,157.0,0.017000000923871994,588.0
1789379580000.0,0.5,581.0,108.19999694824219,589.0,78.0,106.89387084916234,-6.428899699822068,1.9220000505447388,79.19999694824219,79.19999694824219,149.0,589.0,1107.780029296875,157.0,0.052000001072883606,589.0
1789379585000.0,0.5,586.0,105.19999694824219,594.0,77.0,106.8938939832151,-6.428832057863474,1.8940000534057617,79.4000015258789,79.4000015258789,149.0,594.0,1115.7099609375,155.0,0.017999999225139618,594.0
1789379597000.0,0.5,598.0,102.5999984741211,606.0,78.0,106.8939436879009,-6.428643632680178,1.847000002861023,79.4000015258789,79.4000015258789,149.0,606.0,1137.0,157.0,0.004000000189989805,606.0
1789379605000.0,0.5,606.0,100.80000305175781,614.0,78.0,106.89399196766317,-6.428509606048465,1.819000005722046,80.0,80.0,149.0,614.0,1152.719970703125,157.0,0.06499999761581421,614.0
1789379614000.0,0.5,615.0,99.19999694824219,623.0,78.0,106.89403949305415,-6.428372813388705,1.809999942779541,80.19999694824219,80.19999694824219,152.0,623.0,1168.780029296875,157.0,0.04100000113248825,623.0
1789379615000.0,0.5,616.0,99.0,624.0,78.0,106.89404259435833,-6.428357642143965,1.809999942779541,80.4000015258789,80.4000015258789,152.0,624.0,1170.47998046875,157.0,0.02199999988079071,624.0
1789379618000.0,0.5,619.0,98.5999984741211,627.0,77.0,106.89406204037368,-6.428316822275519,1.809999942779541,80.4000015258789,80.4000015258789,153.0,627.0,1175.5799560546875,155.0,0.04699999839067459,627.0
1789379620000.0,0.5,621.0,98.19999694824219,629.0,77.0,106.89408710226417,-6.4282952807843685,1.809999942779541,80.5999984741211,80.5999984741211,153.0,629.0,1179.22998046875,155.0,0.02500000037252903,629.0
1789379629000.0,0.0,630.0,97.5999984741211,638.0,80.0,106.894176537171,-6.428169636055827,1.8009999990463257,80.19999694824219,80.19999694824219,150.0,638.0,1196.1199951171875,160.0,-0.028999999165534973,638.0
1789379634000.0,0.5,635.0,98.19999694824219,643.0,77.0,106.89423847943544,-6.428100066259503,1.8009999990463257,80.19999694824219,80.19999694824219,149.0,643.0,1206.4300537109375,155.0,-0.010999999940395355,643.0
1789379635000.0,0.5,636.0,98.4000015258789,644.0,77.0,106.89425272867084,-6.4281076937913895,1.8009999990463257,80.4000015258789,80.4000015258789,149.0,644.0,1208.1700439453125,155.0,0.15700000524520874,644.0
1789379637000.0,0.0,638.0,98.80000305175781,646.0,78.0,106.89424929209054,-6.42813703045249,1.809999942779541,80.5999984741211,80.5999984741211,149.0,646.0,1211.260009765625,156.0,0.09300000220537186,646.0
